"","logFC","logCPM","F","PValue","FDR"
"ENSG00000115091",0.567482729276802,7.40649753877059,36.5297504091824,0.000193322991987645,0.00663177376233491
"ENSG00000225697",0.900912621843569,4.17810523322812,36.5065895659733,0.000193796588734199,0.00663177376233491
"ENSG00000160097",-1.64679759731411,-0.340624806027368,36.8824687354896,0.000193886267642291,0.00663177376233491
"ENSG00000172667",-0.475043021566955,7.62328882646216,36.497540134396,0.000193952102009097,0.00663177376233491
"ENSG00000134769",-0.897447572965567,3.82713279942318,36.4658521359877,0.000194602051133697,0.00664079499493741
"ENSG00000128045",3.91653479420153,2.54519512528627,36.4226319418186,0.000197378644583181,0.00672186853485876
"ENSG00000116649",0.778746461236141,5.87201774389063,36.3053110151353,0.000197759490588902,0.00672186853485876
"ENSG00000183963",-0.920178835488065,6.01204745886946,36.2456854944457,0.000198958930103293,0.00673721958695739
"ENSG00000167641",2.80851448693683,3.44372892465041,36.2334135086305,0.000199346533113497,0.00673721958695739
"ENSG00000168621",1.80570062385419,3.36117270751508,36.2076076620475,0.000199809426105552,0.00673721958695739
"ENSG00000138468",-0.754015293621013,3.95108830645642,36.1902894330998,0.00020010465662184,0.00673721958695739
"ENSG00000114767",0.934614204674966,3.27170921048759,36.1885003589041,0.000200169731317822,0.00673721958695739
"ENSG00000081377",0.842500242255641,6.75600206690239,36.1035068834804,0.000201854795790181,0.00678066529842838
"ENSG00000164442",1.61364198323049,8.45771548464993,36.0590977170047,0.000202769861963639,0.00679812642478096
"ENSG00000105137",0.523570475455468,6.03910420516272,35.9882716062009,0.000204240179705327,0.00683409893142397
"ENSG00000205213",-1.12194331616397,4.19165417940731,35.9408853677888,0.00020525453102325,0.00685470423120169
"ENSG00000158301",-0.860395439822968,3.92032109819699,35.8093107312773,0.000208038222206679,0.00693003717205937
"ENSG00000108950",1.0808186422645,5.56605239625368,35.7951335148375,0.00020831613570293,0.00693003717205937
"ENSG00000105711",-1.28370294337265,2.27998211490666,35.7497878423089,0.000209508898159928,0.00694027670672654
"ENSG00000011485",0.547108258205332,5.50170349060303,35.7347706678026,0.00020961017752555,0.00694027670672654
"ENSG00000144746",0.498386154089141,8.06671833105419,35.7177803333503,0.000209975652184008,0.00694027670672654
"ENSG00000179222",-0.653709116442052,7.81021295042975,35.7056234214384,0.00021023804664251,0.00694027670672654
"ENSG00000118257",1.01935352509818,6.36128386984483,35.5976273140245,0.000212586813272964,0.00700020842151108
"ENSG00000171877",-1.30103234655703,2.12817962216682,35.5749809951318,0.000213354398305132,0.00700020842151108
"ENSG00000189007",-1.08903103925004,3.0100018855606,35.5516161892227,0.000213688013021833,0.00700020842151108
"ENSG00000203685",2.95578445661654,-1.06815402698593,30.2398102357113,0.000213711111916838,0.00700020842151108
"ENSG00000100092",-0.973371531213741,1.39167200137773,35.5539672811289,0.000214088588273436,0.00700020842151108
"ENSG00000101004",-0.585538143244654,4.38134012880943,35.466929363224,0.000215486733322143,0.00702572494101006
"ENSG00000144228",0.501663117897782,4.24777269982217,35.4574099585759,0.000215698867845695,0.00702572494101006
"ENSG00000206538",1.33963311087639,9.22121378158714,35.3901833229256,0.000217188591992088,0.00702572494101006
"ENSG00000140682",0.617517661187912,6.41857893544077,35.3772051497969,0.00021748069811431,0.00702572494101006
"ENSG00000165533",-0.573385749703523,5.06524016812049,35.3725561050784,0.00021758647317311,0.00702572494101006
"ENSG00000151332",-0.486094119402293,3.96761276461335,35.3620415032023,0.000217843317827578,0.00702572494101006
"ENSG00000102554",2.57131353085541,2.81421543922226,35.3545984310067,0.000218259619433637,0.00702572494101006
"ENSG00000065526",0.66275039303355,6.07480030606674,35.3192009629172,0.000218791487969885,0.00702572494101006
"ENSG00000162694",-0.413992912548462,5.41476828390472,35.3112692543065,0.000218971906246792,0.00702572494101006
"ENSG00000121879",0.585630098203634,5.64862327220867,35.2964073757959,0.000219309395895855,0.00702572494101006
"ENSG00000185219",-0.478037098286844,4.85199066073801,35.2942982121069,0.000219362421845596,0.00702572494101006
"ENSG00000213639",1.06776910998585,7.53965558407947,35.2444381536274,0.000220494907439026,0.00702753539720051
"ENSG00000145362",-1.00253076062239,6.53617046197408,35.228621579339,0.000220857572457723,0.00702753539720051
"ENSG00000137801",1.95375571368576,12.0476744751142,35.2187079420136,0.000221084940320787,0.00702753539720051
"ENSG00000180891",0.549264636682682,5.67472673993878,35.1860547956986,0.000221837038878636,0.00702753539720051
"ENSG00000205364",2.46701154711591,1.31515268905647,35.2689759280471,0.000221988966653243,0.00702753539720051
"ENSG00000182732",-2.47932067732747,-1.53603098871789,27.0262979696422,0.000222000631161336,0.00702753539720051
"ENSG00000011198",1.08636948889335,5.76288461163984,35.1669133671851,0.000222279159025355,0.00702753539720051
"ENSG00000153006",0.469103882111031,4.55774830455962,35.1467570188307,0.000222747488492592,0.00702942028364052
"ENSG00000168556",1.29137531194088,4.163539490068,35.0896034677645,0.000224100537197188,0.00705916692171144
"ENSG00000197312",1.05700275951567,4.48153086059222,35.0284381480912,0.000225524023426435,0.00709101952268969
"ENSG00000111816",-1.1380968175132,2.0930212848426,34.8075755668628,0.000231053397045659,0.00725161929888374
"ENSG00000113657",-0.60957239610583,7.79332727962542,34.753764608097,0.00023208821332402,0.00727082910921643
"ENSG00000226121",1.29390076481953,4.56980941637509,34.6514646615854,0.000234618207414583,0.00728259186264805
"ENSG00000171792",-0.585407491076613,3.9605221504509,34.6437266667307,0.000234808283633452,0.00728259186264805
"ENSG00000115993",0.930863355720782,7.8517896654933,34.6370960972406,0.000234953718964862,0.00728259186264805
"ENSG00000173611",-0.545167826973959,4.70901477139891,34.6262555185125,0.000235228439518521,0.00728259186264805
"ENSG00000244462",0.630874564697751,5.50939115354445,34.6250718061034,0.000235252112445428,0.00728259186264805
"ENSG00000164048",-0.60016365521769,3.12671286744334,34.6249890757735,0.000235322840505061,0.00728259186264805
"ENSG00000170921",0.591679013300219,6.56784734342808,34.6055712024561,0.000235735539578911,0.00728259186264805
"ENSG00000214814",-3.14884022346434,3.5232671555928,34.6122262348688,0.000235851134804056,0.00728259186264805
"ENSG00000137393",2.16811576655656,2.90029288416049,34.5446892573991,0.000237431499929923,0.00729246731608886
"ENSG00000168398",-1.99563517349705,8.03594914413508,34.534928942423,0.000237498723125086,0.00729246731608886
"ENSG00000143384",0.591295798149556,8.11742728338227,34.520629585965,0.000237857550633455,0.00729246731608886
"ENSG00000156239",-0.751833436097642,3.46336081248818,34.5225638237746,0.00023786697856421,0.00729246731608886
"ENSG00000128309",0.990769443526184,4.76374788233372,34.4908180471491,0.000238614173218647,0.00730235794517349
"ENSG00000153207",1.28487620103461,6.43122245404998,34.4726474667784,0.000239066881961511,0.00730321723420254
"ENSG00000150593",-0.60338300183777,6.70986786753973,34.4382444914671,0.000239938313844917,0.00731684230464314
"ENSG00000183049",-0.777908542085674,3.89343535496545,34.4090558485776,0.000240708950507431,0.0073273508668625
"ENSG00000051620",0.40716103843457,5.78346325997176,34.321611274576,0.000242922398792729,0.00738166490607094
"ENSG00000175489",-3.37208667441422,-0.890345701172106,26.3792433013141,0.000244584118293787,0.00741905158824488
"ENSG00000100360",-0.465237358029479,4.7764346880299,34.2300675990242,0.000245302007229076,0.00741954263281578
"ENSG00000123689",-2.6163354383369,1.07353432995219,34.4403485884792,0.000246389985944067,0.00741954263281578
"ENSG00000272430",0.971546479961134,1.19432600039506,34.2123386760551,0.000246403546832856,0.00741954263281578
"ENSG00000075213",-1.22387853797191,5.06827268723,34.1793630985992,0.000246629212838455,0.00741954263281578
"ENSG00000108256",0.385805933734185,6.83672893263322,34.1742467384829,0.000246757275770139,0.00741954263281578
"ENSG00000205659",0.72214852737065,2.81574306353081,34.040502985035,0.000250403992115852,0.00749267995919171
"ENSG00000169908",1.16414419464351,5.47977814629728,34.0246734238274,0.000250726811275603,0.00749267995919171
"ENSG00000111859",1.66150693287098,6.37358997218871,34.0177482288624,0.000250911922804836,0.00749267995919171
"ENSG00000215700",0.41240483764067,6.26706216377536,33.9875536324154,0.000251723116626662,0.00749267995919171
"ENSG00000143740",-0.446655604279696,4.58437758640508,33.9876960823471,0.000251726021265059,0.00749267995919171
"ENSG00000256340",-1.23437172379532,0.917698359686086,34.0445649541053,0.000251803536043538,0.00749267995919171
"ENSG00000166484",0.82831647583751,5.55142417430577,33.9387061960598,0.000253042969080835,0.00751655617482087
"ENSG00000188312",-1.32212284713479,1.88749730748507,33.926152304368,0.000253812256088007,0.00752640860768558
"ENSG00000186998",-2.15240748971685,-1.58175641791195,27.3372981949423,0.000254907863341667,0.00754588699072863
"ENSG00000109775",-0.506967537397829,3.93264233437703,33.8447164051011,0.000255629187400353,0.00754982203502144
"ENSG00000176225",-0.686280896129873,3.04226667403587,33.8361238347149,0.000255918730531862,0.00754982203502144
"ENSG00000185222",0.662186144622478,7.0270190318219,33.7661950969558,0.000257770179459613,0.00759142006254431
"ENSG00000124226",-0.463830638590497,6.14957470890332,33.7381291881334,0.000258549755423658,0.00760136280945555
"ENSG00000214548",-0.542914703976387,8.81160043603827,33.690418631867,0.00025988095892116,0.00762746179604954
"ENSG00000165633",0.616887532050241,6.66864722661905,33.6090945162355,0.000262170063281554,0.00768153819144711
"ENSG00000086062",-0.60442549984673,7.18821899425966,33.5553781242211,0.000263695456586557,0.00770006709299836
"ENSG00000165507",1.61240743934409,9.74622566371423,33.5439432080623,0.000264021515881016,0.00770006709299836
"ENSG00000163083",3.63606467490213,4.29901201565461,33.5447444440061,0.000264145565722951,0.00770006709299836
"ENSG00000133641",0.57598217068992,3.64701108539035,33.4764703383638,0.000265996978244208,0.00774091713844693
"ENSG00000168303",0.741001833645636,3.92463038393133,33.3813279802268,0.000268747432490148,0.00780774846519943
"ENSG00000196616",1.19080203659823,11.0821680353034,33.2572167577429,0.000272362923441229,0.00787966366044913
"ENSG00000071127",0.842660090324214,8.83124749223785,33.2515934597039,0.000272529722259027,0.00787966366044913
"ENSG00000137872",-1.33708049031228,3.76835178950177,33.2510795724454,0.000272597236930475,0.00787966366044913
"ENSG00000076513",0.67843966787085,8.18278975321745,33.2214275429421,0.000273426614019688,0.00789037640020909
"ENSG00000188501",-2.81539289751909,-1.14640659456408,26.7332204498881,0.000274262346520772,0.00790123634474164
"ENSG00000075420",0.700022121545924,8.08183013112621,33.1749296656156,0.000274816159785571,0.00790395172600674
"ENSG00000137965",-0.844691747265892,3.34829936441768,33.1477077673506,0.000275708751281151,0.00791638533102592
"ENSG00000162772",1.96391189947941,4.12832074139212,33.0768571493215,0.000277815064188947,0.00795011300401539
"ENSG00000114021",0.483696248782146,4.885328826577,33.0649674446206,0.000278138450655132,0.00795011300401539
"ENSG00000095637",1.89162033101665,1.09095887283808,33.1172438411899,0.00027827013363668,0.00795011300401539
"ENSG00000153066",0.531683383397222,5.03608015902042,33.012272350892,0.000279746844327961,0.00797904805239899
"ENSG00000176390",0.743282839875943,3.37878258652772,32.994268965753,0.000280354060499295,0.00798312828895262
"ENSG00000197046",-2.60549763522092,-1.62061699635216,24.422614582565,0.000286329029337874,0.00813979004228446
"ENSG00000115884",-0.852867950615289,4.2752566431406,32.7718753583368,0.000287250448289228,0.00814777429076767
"ENSG00000083290",1.18011580098697,6.15599795381961,32.7615636400362,0.000287557357665909,0.00814777429076767
"ENSG00000123643",0.748799130744278,5.20832896313275,32.7096406080193,0.000289209162568372,0.00818109932074577
"ENSG00000159023",-1.04609780208884,4.01046591176804,32.6732187155303,0.000290406015582009,0.00820146644005742
"ENSG00000166979",1.3482783519161,2.62249772532026,32.6570885657324,0.00029104822299961,0.00820612850388571
"ENSG00000089123",0.700690747718398,2.67821269547626,32.5713993397309,0.000293789173658032,0.00826960113059843
"ENSG00000131080",-0.940540849997592,5.72000292774198,32.5529765281845,0.00029426105540591,0.00826960113059843
"ENSG00000249364",4.75125101629353,-1.11340324529144,23.7855926382908,0.000295626863254819,0.00829443135582321
"ENSG00000080200",-0.633885317403491,4.53354399028874,32.4825704572459,0.000296584270777941,0.00830774083568374
"ENSG00000205765",0.409230378544704,5.75193696601347,32.4620098374536,0.000297243964972732,0.00831268122531059
"ENSG00000073792",0.778069453378851,6.8448057799397,32.4429140207341,0.00029787449914753,0.00831679141369864
"ENSG00000131370",-0.979049343605236,3.74731665388209,32.4157513681685,0.000298821307550069,0.0083199923051155
"ENSG00000187498",1.33896336983411,6.73916774015267,32.3847329892879,0.000299807006958835,0.0083199923051155
"ENSG00000267669",1.47358349722197,2.01904120235031,32.3941934006423,0.000299854514732239,0.0083199923051155
"ENSG00000092969",-1.58573931814572,3.25019611035994,32.3849867771014,0.000299924136820257,0.0083199923051155
"ENSG00000136830",0.659406177338532,9.71751227833462,32.3623669550456,0.000300553750631475,0.00832403213705434
"ENSG00000205352",0.466664121699329,5.00680653975983,32.3429603792605,0.000301205198103648,0.00832799160441372
"ENSG00000123094",0.866877792149633,5.91666392458382,32.329228250166,0.00030166514155182,0.00832799160441372
"ENSG00000135976",-0.538364608003877,4.22812566083748,32.2908576522734,0.000302977485223975,0.00833766293804783
"ENSG00000270689",3.82621824526679,-1.79827950299113,23.7097674695069,0.000304059079659913,0.00833766293804783
"ENSG00000177570",-2.05749638989658,2.29041444531649,32.2721159555206,0.000304143735901378,0.00833766293804783
"ENSG00000161011",-0.735865986040807,8.72621894819867,32.2477065278581,0.000304418977701321,0.00833766293804783
"ENSG00000254726",-1.97348843976305,1.24374596085996,32.3220500055583,0.000304439346769814,0.00833766293804783
"ENSG00000164330",1.11714668767966,5.37332554842773,32.1886564663716,0.000306434478925443,0.0083708713361654
"ENSG00000176293",-1.1515276608674,2.79017454853485,32.1872789728314,0.000306625323669062,0.0083708713361654
"ENSG00000219565",3.63162149741781,-1.58391962773952,22.4302647072399,0.000308274249545764,0.00840254963223073
"ENSG00000119673",0.766891925732983,4.37630996167156,32.0986085230646,0.000309550758714704,0.00842399287837688
"ENSG00000145675",1.62567041691152,7.35434822075044,32.0721742792764,0.000310454866689336,0.00843525000345954
"ENSG00000181827",-0.564395075415144,5.19308094531546,31.9994900150897,0.000312998258363413,0.00849094171229077
"ENSG00000230417",-1.54682956916809,0.74896391623109,32.0811860279119,0.000313853401712084,0.0084965331061948
"ENSG00000197121",-0.612713460212518,4.11639828110802,31.9538451270164,0.000314628310032201,0.0084965331061948
"ENSG00000143322",0.527700725415476,5.73635979790161,31.9378733477677,0.000315172448748929,0.0084965331061948
"ENSG00000164070",-1.29540334177598,4.79832532709696,31.9381844517114,0.000315180424545164,0.0084965331061948
"ENSG00000146411",-0.931115439724328,5.1628863871003,31.8135596127275,0.000319623720444897,0.00860282999676336
"ENSG00000160408",0.397341094627877,7.13784016959803,31.792961652659,0.000320360544972352,0.00860545650762866
"ENSG00000240859",1.21696971827797,1.30431445701834,31.7936464322631,0.000321118436053828,0.00860545650762866
"ENSG00000130479",0.49869238526738,4.60994945727078,31.7692441186209,0.000321222343037246,0.00860545650762866
"ENSG00000149633",-1.50252066394332,3.51479055221435,31.5374709131422,0.000329854623417105,0.00880295854422654
"ENSG00000113460",0.98154126620405,4.18948152234118,31.530444174227,0.000330061853724993,0.00880295854422654
"ENSG00000106333",-0.618537810000067,8.08005991751152,31.524105238046,0.000330266733869955,0.00880295854422654
"ENSG00000064115",0.824661032282529,6.08306250289058,31.5044251194596,0.000331006867395007,0.00880295854422654
"ENSG00000126860",-1.498117280641,0.19340432286948,31.7464472754344,0.000331153798367031,0.00880295854422654
"ENSG00000166272",0.69252403927021,6.90052368266917,31.4775321842526,0.00033202074339579,0.00881238389762994
"ENSG00000196950",-1.22609978387786,5.24678750169023,31.4339363848126,0.000333680316787345,0.00884278546752781
"ENSG00000106571",-0.514537537638564,5.25048850384731,31.3987617400757,0.000335014404070127,0.00886448113169556
"ENSG00000104687",0.788130197801156,5.74373672883454,31.2368336565279,0.00034126969566197,0.00901612518539204
"ENSG00000136141",-0.620517744505071,4.60088133076514,31.1591190601017,0.000344331344153054,0.0090830594909331
"ENSG00000160460",-1.08982162584742,3.06084921479409,31.1280124635199,0.000345682556970423,0.00909709222543276
"ENSG00000152779",3.94606096662956,1.10729925323311,31.4019138757027,0.000346132671196951,0.00909709222543276
"ENSG00000064309",-1.65191127633339,4.03780662250921,31.1069981594217,0.000346450108009678,0.00909709222543276
"ENSG00000181634",-2.54023834273349,0.447566293163876,31.3691995530665,0.000348214201175297,0.009118697442553
"ENSG00000139567",0.847323741500072,5.35147156064125,31.0583246142885,0.00034833328796775,0.009118697442553
"ENSG00000155893",-0.868373918500369,4.02256602112756,30.9635858835349,0.000352190235931631,0.00920565329451083
"ENSG00000198925",0.38452575847404,6.53305021927533,30.9063017911173,0.000354488891842334,0.00922896764720072
"ENSG00000091136",0.76170187494036,10.4118340074865,30.9056733364128,0.000354514418586836,0.00922896764720072
"ENSG00000138658",-0.979419781737946,1.6361325541561,30.9106963426496,0.000354909629960565,0.00922896764720072
"ENSG00000082458",-0.659875256285095,4.17461085384441,30.8888292940769,0.000355228593665148,0.00922896764720072
"ENSG00000110057",0.691684573330653,3.97930551453357,30.8446492301336,0.000357059609928084,0.00923171091696456
"ENSG00000171862",-0.401242285820202,6.6710513017038,30.8431775090061,0.000357084354316384,0.00923171091696456
"ENSG00000134363",-1.78780857407236,7.08961068518309,30.841830182152,0.000357140107305648,0.00923171091696456
"ENSG00000070882",-1.09993965983715,5.69815246294817,30.8335963824786,0.000357481218134682,0.00923171091696456
"ENSG00000147883",-1.49257575116693,4.60529359220626,30.7551237779981,0.00036076787254328,0.00929639759085312
"ENSG00000233608",0.713026306236249,6.59590414318003,30.7473974270277,0.000361067131268672,0.00929639759085312
"ENSG00000062716",0.543483549994536,7.16913329782451,30.6339822371405,0.00036585362743486,0.00939988056404164
"ENSG00000182718",0.662876870304074,10.20800778166,30.6263266881986,0.000366179427752073,0.00939988056404164
"ENSG00000143127",3.74846167723058,3.63684158012814,30.5819764869482,0.000368572812343699,0.00943637359855335
"ENSG00000145687",-0.70384579097868,5.10179362476627,30.5624100033932,0.000368916119821506,0.00943637359855335
"ENSG00000134056",0.541005987616109,3.75312429770569,30.5558641784135,0.00036924701621178,0.00943637359855335
"ENSG00000003096",-0.924099395331404,4.15367478666274,30.530804740599,0.000370301775921425,0.00944928819595339
"ENSG00000112936",3.20814017118015,6.51834765342343,30.4698115828395,0.000372928883385418,0.00949321013084581
"ENSG00000134987",-0.731872277541185,5.6561046916686,30.4650973294451,0.000373126928801196,0.00949321013084581
"ENSG00000032742",-0.646809683861842,3.39033847483678,30.3866571573631,0.000376655746803912,0.00956883632094607
"ENSG00000064666",0.778997859011786,8.62680588406861,30.3597271121275,0.000377753153664183,0.00957444427992827
"ENSG00000138073",1.11614948453247,6.31224372237842,30.3543875761533,0.000377989863717152,0.00957444427992827
"ENSG00000182809",0.656587162426876,5.24999422112729,30.3165708107577,0.000379669865710797,0.00959988464494642
"ENSG00000155827",-0.358540896491084,5.92036945124031,30.3066610308842,0.000380110555451393,0.00959988464494642
"ENSG00000130224",0.752919887867832,4.12416388340646,30.2607535334679,0.00038220037123092,0.00962702096654892
"ENSG00000181826",0.980274014471097,2.8691044257595,30.2605802240481,0.000382304513061975,0.00962702096654892
"ENSG00000169093",0.488855274679217,4.82978986192429,30.2226221743517,0.000383881772956051,0.00964749228678521
"ENSG00000155975",0.478933456358872,5.46267404374522,30.2146729439485,0.000384239328824226,0.00964749228678521
"ENSG00000140443",0.559304333980917,7.7391173088374,30.1912168814964,0.000385299866454212,0.00966001808038774
"ENSG00000163659",0.586564113656603,4.21220819429041,30.1738177468432,0.000386113463610092,0.00966632527020374
"ENSG00000183092",-3.22383456504043,-1.69129803306889,21.6805102620788,0.000387876990685612,0.00969636099244453
"ENSG00000143106",0.459921356722347,5.60920499116112,30.1189285332236,0.000388594523704308,0.00970019914831696
"ENSG00000135446",-0.7794856970554,5.58682761047199,30.0900920841834,0.000389918389548757,0.00971913968383922
"ENSG00000159720",-0.371551448637611,6.11965973104277,29.9854564689828,0.000394767038373412,0.00981149306408333
"ENSG00000224080",2.22441742496908,-1.01180367929323,28.8266793250355,0.000395430791194858,0.00981149306408333
"ENSG00000169218",1.34214407159086,4.91348899166282,29.9574370762672,0.000396087139297588,0.00981149306408333
"ENSG00000168461",0.964611968430093,7.46211552596584,29.953186019593,0.000396277124624377,0.00981149306408333
"ENSG00000147576",1.48283247616837,3.51143765199528,29.9508874920759,0.000396475822986099,0.00981149306408333
"ENSG00000078124",0.846048224388746,3.84244698285367,29.8823721404137,0.000399664605928027,0.00987619476631628
"ENSG00000247746",-0.986777765870815,1.39595523244326,29.8622179664409,0.000401472107389389,0.00989694915818972
"ENSG00000163399",0.402588243291948,7.75082762965467,29.8340135336931,0.000401916667478536,0.00989694915818972
"ENSG00000261121",-2.97292044505361,-1.20675798313382,23.3828454266146,0.000402390166920865,0.00989694915818972
"ENSG00000176531",-0.832183028329696,3.13762908625064,29.8176940714193,0.000402806233544555,0.00989694915818972
"ENSG00000198585",0.654104596175422,5.93067255781451,29.7778495590507,0.000404609051882923,0.00992706288635434
"ENSG00000230733",0.552432117968779,3.98283153982012,29.7491837746761,0.000406036895342871,0.00994790393590035
"ENSG00000141150",1.5720135113049,2.83911806209174,29.7237291202654,0.000407412404378301,0.0099674053241855
"ENSG00000106086",0.664785741687348,4.46317975539294,29.6779284472734,0.000409463036761986,0.0100033448427122
"ENSG00000182916",-0.529920918922378,4.24007824592262,29.6487628758918,0.000410905177400171,0.0100243377958944
"ENSG00000177409",-0.579544266831003,5.25869898320282,29.5890343905629,0.000413823066045101,0.010081222256246
"ENSG00000166401",0.642556044264036,4.00164359623748,29.5691412139692,0.000414847335832197,0.010091880239007
"ENSG00000248144",1.14837699677568,5.26431351413731,29.5480225281257,0.000415858228430648,0.0100941172396101
"ENSG00000061337",-1.01477678713665,1.69243248152292,29.5559342536428,0.000416113095115038,0.0100941172396101
"ENSG00000197217",0.585596628893085,6.28681759994534,29.4762721577492,0.000419446430501936,0.0101606467016941
"ENSG00000067798",2.25111500625017,5.04491694462796,29.4461642121954,0.000420996202945057,0.0101731822965138
"ENSG00000167992",-1.50681681282989,3.5719794512912,29.4342875094744,0.000421655878691926,0.0101731822965138
"ENSG00000130766",-0.924169573657142,5.30062707726882,29.4308821774052,0.000421738413710931,0.0101731822965138
"ENSG00000138166",1.27238412933453,4.23880892924158,29.4046097133614,0.000423103657516954,0.0101859826428334
"ENSG00000173918",1.23271094684295,5.5386731159209,29.3970797959721,0.000423453549021798,0.0101859826428334
"ENSG00000119772",-0.591085843319111,3.6180244266239,29.3809539862523,0.000424334872024583,0.0101904886569704
"ENSG00000126878",-2.77547206586352,2.16796319070995,29.409917326084,0.000424825883309946,0.0101904886569704
"ENSG00000111728",-1.50914293501537,3.19620423798396,29.335449367642,0.000426768875934646,0.0102228382969359
"ENSG00000140455",-0.497433131434281,3.57570597135686,29.315010629108,0.000427728314878691,0.0102315706364376
"ENSG00000261685",2.27665575637622,1.19186054984241,29.3258331072279,0.000430447142678938,0.010271948899295
"ENSG00000097096",1.30343681618259,3.24824346921009,29.2598972452944,0.000430615656408049,0.010271948899295
"ENSG00000063169",0.471720503648347,3.57284236708136,29.2475112105106,0.000431208041472819,0.010271948899295
"ENSG00000129038",-0.525509861996514,7.46845124560385,29.2259617612705,0.000432269833659518,0.0102829998189627
"ENSG00000163069",0.506863847084422,7.16887085171913,29.1940344401778,0.000433939829950618,0.0103084684189512
"ENSG00000174944",1.57698047089393,0.0964471650175514,29.2966299953933,0.000438906502960999,0.0103995774498123
"ENSG00000141522",0.451699056667351,6.88836851216365,29.0984961093171,0.000438984430988063,0.0103995774498123
"ENSG00000092621",-1.43851643284402,5.8525064187551,29.08094067061,0.000439920373886626,0.0104074147324293
"ENSG00000167552",-1.20325788491883,8.7683124827928,29.0583777361878,0.000441123993271172,0.0104077460533452
"ENSG00000135414",-0.452271254659103,4.6542975629883,29.0581864751889,0.000441144652182608,0.0104077460533452
"ENSG00000176974",0.907408129780236,2.89117574258404,29.0134370653825,0.000443682433321461,0.0104532796858847
"ENSG00000259758",0.722700206768703,5.67944870239926,28.9089092578037,0.000449209870764589,0.0105585238132747
"ENSG00000183621",0.701257725427824,4.54194012295731,28.8952088730209,0.000449970168134963,0.0105585238132747
"ENSG00000135048",0.895933506394575,5.46049607061026,28.8940521913452,0.000450023791227808,0.0105585238132747
"ENSG00000156232",0.55441884184577,3.85614591864384,28.8844967102772,0.000450605063023642,0.0105585238132747
"ENSG00000122786",0.811302729227602,10.0578954025118,28.8415360586623,0.000452912610526858,0.0105981550863285
"ENSG00000170315",-0.395125104987028,6.93344836201725,28.7945389884475,0.000455518401802025,0.0106446480877623
"ENSG00000183454",-4.08359884640863,-1.46490067586665,21.984009902851,0.00046205376518052,0.0107766701834206
"ENSG00000110628",0.701188039231353,3.54229361350117,28.6728836311371,0.000462421221894553,0.0107766701834206
"ENSG00000203722",-1.06155609577894,1.46062333482646,28.641009921441,0.000465138284902692,0.0108253225467407
"ENSG00000211455",0.598496898167658,4.52614730724954,28.6100631609524,0.000465936395401019,0.0108286517878731
"ENSG00000269289",3.00926806596141,-1.15891916057751,23.928485332182,0.000466540553219021,0.0108286517878731
"ENSG00000146247",-0.463725471423854,6.12537610915705,28.4579019925666,0.000474729214251123,0.0109963036864045
"ENSG00000126950",-1.65252119940948,5.20665174298828,28.4529846336308,0.000475042365195568,0.0109963036864045
"ENSG00000123358",1.28920706490256,3.09506681328068,28.3915255270884,0.000478785432457722,0.0110658991475136
"ENSG00000168646",1.1689575210919,3.89329210312112,28.3804858010511,0.000479335709337614,0.0110658991475136
"ENSG00000165495",-2.24550796178419,-0.299731296365839,28.2492139123917,0.000480036926941009,0.0110672320461909
"ENSG00000151779",-0.376363338587236,6.143773143715,28.3509538482914,0.000481038930010935,0.0110754866897698
"ENSG00000171617",-1.22040542124834,5.06198783893722,28.306969460054,0.000483674121509591,0.0111212716789351
"ENSG00000120942",0.70998565790027,3.74581647812235,28.2742034883327,0.000485694271022456,0.011135916784258
"ENSG00000206527",0.613170779094471,4.85923353559057,28.2665408178839,0.000486094031670402,0.011135916784258
"ENSG00000168092",0.481180958442261,6.2284085160169,28.2638554014399,0.000486253474328609,0.011135916784258
"ENSG00000163171",1.50601482733982,5.98932374966452,28.2298146918721,0.000488310872340932,0.011168163156106
"ENSG00000166793",-1.25887363336689,2.72758732764266,28.2060257527395,0.000490003564527428,0.0111794026714352
"ENSG00000105552",0.747192473031891,4.5754646643447,28.1936858779511,0.000490516232274057,0.0111794026714352
"ENSG00000099365",-0.674425500947695,2.00953139578007,28.1965758673156,0.000490752312165448,0.0111794026714352
"ENSG00000131236",0.517821798418491,8.38466880217237,28.1652994760655,0.000492237387759573,0.0111984005715303
"ENSG00000131386",1.53883011320753,9.06973031699609,28.138049387762,0.00049390788422931,0.0112180355193021
"ENSG00000123352",-0.596276110364482,4.88215800195924,28.1195025662995,0.000495059340192747,0.0112180355193021
"ENSG00000206172",-2.55478994846618,-0.697728282802459,26.2022337797587,0.000496377352002408,0.0112180355193021
"ENSG00000175482",0.69734228361637,2.64994509610907,28.0935500048947,0.000496846890518137,0.0112180355193021
"ENSG00000100739",-1.73167256691999,2.68341211153447,28.0900780584109,0.000497235802377772,0.0112180355193021
"ENSG00000163719",0.515312849491276,4.82525849704048,28.08411041436,0.00049723785227922,0.0112180355193021
"ENSG00000138735",-1.17092897279088,8.32598096979563,28.0771523904428,0.000497666207409005,0.0112180355193021
"ENSG00000206560",0.645000486188246,7.93794249342306,28.0448509591122,0.000499673921639422,0.0112485494480058
"ENSG00000066697",-0.67606381785873,4.68577577644424,27.9952980210604,0.000502785014914878,0.011303790158851
"ENSG00000187446",0.450568023696803,6.80975279951255,27.9566514576808,0.000505206861982781,0.0113434109911773
