"","logFC","logCPM","F","PValue","FDR"
"ENSG00000105835",1.05262569037923,6.94934078082469,59.1941121564759,3.05049516810378e-05,0.00267680951001107
"ENSG00000131446",0.857383097408499,7.97123056639197,58.9908535287019,3.09224267761298e-05,0.00269966912752618
"ENSG00000158079",0.937413521156124,3.85767740824432,58.8648237379473,3.11908656133761e-05,0.00270935200850735
"ENSG00000188215",0.74963162888423,4.72216185091777,58.7567981735614,3.14122403280021e-05,0.00271486995679049
"ENSG00000170214",3.64787706947058,3.24062900338172,58.7155427583061,3.1597654627639e-05,0.00271724030970381
"ENSG00000102984",-1.39722060744209,2.11614573086174,58.5793203689158,3.18510461881753e-05,0.00272540369845984
"ENSG00000198431",1.54342291353017,10.0548497977293,58.397953726998,3.21807850114542e-05,0.00273998673966337
"ENSG00000114450",0.928360823953055,5.64461951891688,58.268383195753,3.24641882699607e-05,0.00275050036480322
"ENSG00000066322",0.521193028993243,5.60229151498642,58.1460504073758,3.27344434987361e-05,0.00275980242026845
"ENSG00000181027",0.636117334181924,4.64923312385477,58.0235137607343,3.30082363538322e-05,0.00276931052219297
"ENSG00000233117",3.44744302722373,1.87132694848947,58.0424440512255,3.36908741384843e-05,0.00281286089469802
"ENSG00000173517",0.9931116802424,8.54667554705881,57.4616671228667,3.42981274971175e-05,0.00284393259090101
"ENSG00000109881",-1.31487583673334,1.70305686571427,57.4416483694136,3.44498899202198e-05,0.00284393259090101
"ENSG00000026950",-0.889315679820973,5.10694858913562,57.351664970905,3.45590971276418e-05,0.00284393259090101
"ENSG00000168890",0.931284901223259,4.55288203880286,57.2035771339002,3.49137841356702e-05,0.0028462333392103
"ENSG00000142327",0.601721125413172,5.49286953596043,57.2009101560886,3.49180321282268e-05,0.0028462333392103
"ENSG00000148120",1.09614871843037,5.1234852296946,57.0961943990401,3.51709230909475e-05,0.00284975964307758
"ENSG00000134684",-0.750940665135105,5.84700232040473,57.0223765269087,3.5350252563617e-05,0.00284975964307758
"ENSG00000143878",1.19572057074704,7.27712687748092,56.9781001112559,3.54583733716264e-05,0.00284975964307758
"ENSG00000108604",1.27418232144511,6.67199824318172,56.4288881227371,3.68349215530903e-05,0.00293156955725075
"ENSG00000175130",-1.13838354174148,4.86522905880078,56.358142024561,3.70192835926026e-05,0.00293156955725075
"ENSG00000136999",-2.59380809520281,4.35958100940511,56.3145009066568,3.71447934574628e-05,0.00293156955725075
"ENSG00000205978",-1.16516607032021,6.23071208583235,56.2510956556468,3.72945282204203e-05,0.00293156955725075
"ENSG00000264885",0.976357079439412,3.97671934202417,56.2402837720137,3.73285500923259e-05,0.00293156955725075
"ENSG00000126861",-1.71879185929604,3.86840123091627,56.1248717534758,3.76360461738229e-05,0.00293539690019677
"ENSG00000162643",-1.5836144757149,2.09937446112361,56.1210268261565,3.77186298589154e-05,0.00293539690019677
"ENSG00000108960",1.63956016084598,6.33351374924025,55.9587904400914,3.80654259798937e-05,0.00293945184055264
"ENSG00000114670",-1.25941395145355,3.12778731901028,55.9493194303494,3.81125507554648e-05,0.00293945184055264
"ENSG00000106615",0.952674730021073,6.68170750033881,55.7623458395127,3.85944215756573e-05,0.00296332793160594
"ENSG00000182552",1.12223828689674,5.51846589843707,55.3733405217891,3.9669005484723e-05,0.00303229877925223
"ENSG00000124151",1.39651377436891,6.19971723721186,55.2760765051602,3.99432454333965e-05,0.00303401144089967
"ENSG00000147130",-0.591865425655323,5.56616223030923,55.2405053390197,4.00442233318347e-05,0.00303401144089967
"ENSG00000128342",-2.46496930928179,2.86742293582819,55.1962147905821,4.02453428007535e-05,0.00303587566153579
"ENSG00000177614",-2.44251635919409,2.67060365399551,55.1094894358599,4.05118153400453e-05,0.00304263193027702
"ENSG00000254332",0.884283167043316,6.36135024152692,54.9648804477753,4.08366801922546e-05,0.00304807408700214
"ENSG00000108821",-1.30405638630922,12.2069630634899,54.929851269916,4.09387240012497e-05,0.00304807408700214
"ENSG00000100626",-0.996326279264956,4.37248695106196,54.8203732900009,4.12638907742307e-05,0.00305060863240079
"ENSG00000247311",2.55899612202958,-0.185717991781178,55.293453657806,4.1327508073108e-05,0.00305060863240079
"ENSG00000128699",1.00745801641896,6.44072970824937,54.6323369127722,4.18186112689803e-05,0.00306188817527963
"ENSG00000128285",-5.11196057990035,-1.28896631637275,53.4384288335251,4.1995435450485e-05,0.00306188817527963
"ENSG00000125503",0.651081752097856,6.92513679906056,54.5671637500636,4.20143967303908e-05,0.00306188817527963
"ENSG00000226137",-0.58491332523571,4.48480138672702,54.3234738324224,4.27603622798353e-05,0.00308689299514883
"ENSG00000114270",1.22444079134441,6.17858552915551,54.2752619170626,4.29053657581173e-05,0.00308689299514883
"ENSG00000164294",-0.546669217870357,7.37723439687534,54.0931636150585,4.34727849619155e-05,0.00308689299514883
"ENSG00000112658",0.933563703581053,5.93468446191159,54.0504539603613,4.36072995520048e-05,0.00308689299514883
"ENSG00000008311",1.10407550731818,5.08077685775732,54.0167647794909,4.37139584235607e-05,0.00308689299514883
"ENSG00000166526",-0.581946155649578,4.27165949001978,54.0146631697367,4.37243835307826e-05,0.00308689299514883
"ENSG00000226950",1.1378244814623,3.37695431199275,53.9769903544734,4.38546048322348e-05,0.00308689299514883
"ENSG00000231991",0.675345186057918,7.15849062405944,53.9688406227684,4.3865506270383e-05,0.00308689299514883
"ENSG00000198960",-0.647994708999988,4.86196629299731,53.9355711645564,4.39728346887297e-05,0.00308689299514883
"ENSG00000179593",10.1035164586201,1.67029097293872,110.473836272848,4.4387377598294e-05,0.00310332726550024
"ENSG00000172349",0.989949742974771,4.98242639029887,53.7449070060328,4.45842682760892e-05,0.00310447299627716
"ENSG00000109189",0.72624028316234,4.92421104593508,53.3783736304657,4.5791421906241e-05,0.00317567203776386
"ENSG00000154767",-0.561384479969317,6.11789676018838,52.9497850834814,4.72537734671736e-05,0.00326392630466634
"ENSG00000136478",1.48155746202311,7.43602907665406,52.7364746337495,4.80029675618313e-05,0.00329099553798789
"ENSG00000261490",1.43352716943255,1.62696860674217,52.7645014585596,4.80301400620983e-05,0.00329099553798789
"ENSG00000198189",0.766726390847894,5.83119469013562,52.6755533213815,4.82197148423133e-05,0.00329099553798789
"ENSG00000100033",4.86160895851731,1.37410954593358,51.0074837535958,4.8535061153522e-05,0.00329942496750761
"ENSG00000137767",1.02648293800076,5.36548256400403,52.3141531102052,4.95299579661303e-05,0.00333354491487059
"ENSG00000084090",1.2661327761261,7.39946144380641,52.2910376214967,4.96149827378807e-05,0.00333354491487059
"ENSG00000083223",1.11996297476589,6.12118550034182,52.2613586727861,4.9724803434718e-05,0.00333354491487059
"ENSG00000071282",1.59187805759111,7.42008233552666,52.2377441860925,4.98122590337661e-05,0.00333354491487059
