"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000114745",986.33253603738,0.550541498540641,0.0711078249940108,7.74234760502113,9.75977210819499e-15,1.23087949411589e-12
"ENSG00000114767",205.24065129687,0.937864860410154,0.17895038746304,5.24092109386383,1.5977703152213e-07,4.80788709590802e-06
"ENSG00000114850",2954.96400274242,0.398388045769581,0.0930583098182306,4.28105825850207,1.860066504481e-05,0.000328567051337364
"ENSG00000114853",3384.65039407716,0.75166619876094,0.10443745747049,7.19728550432524,6.14230647307891e-13,6.19145021747218e-11
"ENSG00000114861",1708.80082025623,-0.330208511206957,0.081849037999713,-4.03436032086431,5.47512473111661e-05,0.000828124685962188
"ENSG00000114978",2908.61436614147,0.301093891547209,0.0962238476894683,3.1290984384546,0.00175343555677275,0.0150525158507339
"ENSG00000115084",1714.29656007693,0.718411881105081,0.156385488579267,4.59385258588708,4.35136822952472e-06,9.23696384564455e-05
"ENSG00000115091",3631.15056594616,0.571097343254131,0.106360268547312,5.36946127585311,7.89721913001067e-08,2.59986761070908e-06
"ENSG00000115129",620.875978008545,-0.312831071312075,0.106015892836656,-2.95079410210758,0.00316958129080235,0.0239684924210471
"ENSG00000115183",1153.05001524434,-0.474301419988406,0.162456067371116,-2.91956728772036,0.00350517713910849,0.025947690241687
"ENSG00000115271",118.645545606657,0.55912365617748,0.191174490394392,2.92467711054969,0.00344813799408639,0.0256253799066739
"ENSG00000115307",1214.96127210988,0.382538485429047,0.102999507683589,3.7139836299431,0.000204021997333659,0.00254871471104655
"ENSG00000115419",3871.17906707202,1.18472354360423,0.147985409557458,8.00567804047088,1.18810199244508e-15,1.63026602995344e-13
"ENSG00000115828",345.926147586988,1.14183845361818,0.306509693090269,3.72529312892529,0.000195088388082077,0.00245319357212887
"ENSG00000115840",477.465689901523,0.482831295709722,0.152813167702082,3.15961839526177,0.00157975900624529,0.0138104110474614
"ENSG00000115841",181.883450166061,0.765401056477836,0.140730329429039,5.43877826182291,5.3647172117434e-08,1.87786999215965e-06
"ENSG00000115884",412.016583715597,-0.849941391754779,0.17343481242337,-4.90063891948056,9.55254827816119e-07,2.37856545040417e-05
"ENSG00000115946",173.829759447204,0.714431249012195,0.236770461905147,3.01740024183593,0.00254952941051295,0.0203164147939642
"ENSG00000115963",17519.5046944463,-0.751567620602326,0.148781254791762,-5.05149403165231,4.38367636496582e-07,1.18594348599202e-05
"ENSG00000115993",4945.77004706793,0.933843670226666,0.173594468538313,5.37945522164241,7.47115742259266e-08,2.50773565777513e-06
"ENSG00000115998",186.439419900113,-0.387029380663966,0.118968591029615,-3.2532063909845,0.00114110582593686,0.0106838085134536
"ENSG00000116001",1337.79387432945,-0.50711166222789,0.0622284174912532,-8.14919746752631,3.66347315437978e-16,5.37058902084803e-14
"ENSG00000116016",22111.621827962,-0.631254291299221,0.1788360127371,-3.52979403665862,0.000415883288798471,0.00465892891267484
"ENSG00000116095",402.728739701029,0.37700855225545,0.139542680514327,2.70174365911469,0.00689769191919817,0.0438182265918841
"ENSG00000116106",293.211978956377,1.35993226705846,0.452041736284084,3.00842191749262,0.00262608274923781,0.0207856812713091
"ENSG00000116127",368.065198983415,-0.407365904492102,0.152023786345503,-2.67961951405608,0.00737058864584368,0.0461549336016734
"ENSG00000116128",478.098182044792,-0.549343974108806,0.135215495232199,-4.06272944654342,4.85022341911973e-05,0.000748794168179492
"ENSG00000116132",5576.06544872764,-0.767894303778471,0.102956592043635,-7.45842775616566,8.75610070938759e-14,1.00123092911611e-11
"ENSG00000116171",3025.87002070892,-0.299832445734341,0.0840023389530924,-3.56933449081423,0.000357889236965577,0.00411980952512321
"ENSG00000116194",237.49090968715,2.01822246240108,0.431584280282225,4.67631133618053,2.92081063708569e-06,6.49776187383836e-05
"ENSG00000116212",571.231908650288,0.277484297418593,0.0937563202066738,2.95963298054909,0.00308005739714783,0.0234171739698048
"ENSG00000116285",3237.33928534783,2.43884244598436,0.229252656350086,10.6382298238676,1.97852405655928e-26,9.86150037286751e-24
"ENSG00000116299",30.7495973648229,-1.12035296618127,0.349347120413077,-3.20699069984187,0.00134131332051365,0.0121404781390238
"ENSG00000116406",1680.58405655645,0.367996124327779,0.114464618117436,3.21493340370235,0.00130474788153433,0.0118847773043424
