"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050920","GO:0050920","regulation of chemotaxis","49/2281","263/21288",0.186311787072243,1.73880110617883,4.17638468380647,8.16594454030617e-05,0.00318675985685448,0.00249813434950156,"ENSG00000012171/ENSG00000035664/ENSG00000075213/ENSG00000087470/ENSG00000099977/ENSG00000100600/ENSG00000101557/ENSG00000102882/ENSG00000106211/ENSG00000107562/ENSG00000108861/ENSG00000110492/ENSG00000111859/ENSG00000112715/ENSG00000113721/ENSG00000119630/ENSG00000120129/ENSG00000120899/ENSG00000123610/ENSG00000130150/ENSG00000133789/ENSG00000134853/ENSG00000136238/ENSG00000136999/ENSG00000137801/ENSG00000137869/ENSG00000137872/ENSG00000143434/ENSG00000146242/ENSG00000148400/ENSG00000150630/ENSG00000151694/ENSG00000154134/ENSG00000157368/ENSG00000158747/ENSG00000160712/ENSG00000163823/ENSG00000164171/ENSG00000166949/ENSG00000168811/ENSG00000169855/ENSG00000170989/ENSG00000172349/ENSG00000172725/ENSG00000172939/ENSG00000183049/ENSG00000184304/ENSG00000184371/ENSG00000198121",49
"GO:0030041","GO:0030041","actin filament polymerization","37/2281","181/21288",0.204419889502762,1.90779947730592,4.24892481287669,8.33868619064852e-05,0.0032339600356776,0.0025351350628647,"ENSG00000055163/ENSG00000070087/ENSG00000070610/ENSG00000079691/ENSG00000088756/ENSG00000096968/ENSG00000106780/ENSG00000107104/ENSG00000112290/ENSG00000120899/ENSG00000125753/ENSG00000130340/ENSG00000132854/ENSG00000132970/ENSG00000136238/ENSG00000141298/ENSG00000146122/ENSG00000147202/ENSG00000148180/ENSG00000151491/ENSG00000160460/ENSG00000162704/ENSG00000163171/ENSG00000163431/ENSG00000168309/ENSG00000171132/ENSG00000179820/ENSG00000196405/ENSG00000197321/ENSG00000197872/ENSG00000197948/ENSG00000198736/ENSG00000198793/ENSG00000203485/ENSG00000204991/ENSG00000214274/ENSG00000241553",37
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","35/2281","168/21288",0.208333333333333,1.94432266549759,4.25687779695146,8.59815814182743e-05,0.00330566171504998,0.0025913427585189,"ENSG00000003402/ENSG00000064393/ENSG00000066468/ENSG00000069667/ENSG00000073756/ENSG00000100292/ENSG00000100644/ENSG00000101460/ENSG00000102760/ENSG00000112715/ENSG00000116016/ENSG00000116106/ENSG00000118689/ENSG00000119772/ENSG00000122641/ENSG00000132170/ENSG00000132356/ENSG00000134318/ENSG00000135018/ENSG00000135679/ENSG00000136997/ENSG00000139644/ENSG00000145386/ENSG00000147140/ENSG00000148400/ENSG00000153904/ENSG00000158828/ENSG00000159167/ENSG00000160200/ENSG00000164442/ENSG00000165240/ENSG00000165272/ENSG00000171132/ENSG00000185650/ENSG00000198793",35
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","71/2281","423/21288",0.167848699763593,1.56648975035834,4.07676925405485,8.62945002487422e-05,0.00330566171504998,0.0025913427585189,"ENSG00000005249/ENSG00000019991/ENSG00000067900/ENSG00000074319/ENSG00000080815/ENSG00000090376/ENSG00000100739/ENSG00000101255/ENSG00000101265/ENSG00000102580/ENSG00000104365/ENSG00000105974/ENSG00000106211/ENSG00000106617/ENSG00000108262/ENSG00000108861/ENSG00000108946/ENSG00000110422/ENSG00000114423/ENSG00000116285/ENSG00000120129/ENSG00000121653/ENSG00000122641/ENSG00000124762/ENSG00000128989/ENSG00000131771/ENSG00000132170/ENSG00000132376/ENSG00000133216/ENSG00000133789/ENSG00000134318/ENSG00000135362/ENSG00000135596/ENSG00000136158/ENSG00000137331/ENSG00000139687/ENSG00000140105/ENSG00000143507/ENSG00000147324/ENSG00000147883/ENSG00000150593/ENSG00000152642/ENSG00000153721/ENSG00000153823/ENSG00000154127/ENSG00000158125/ENSG00000162407/ENSG00000162545/ENSG00000163629/ENSG00000168398/ENSG00000168610/ENSG00000171033/ENSG00000171150/ENSG00000171862/ENSG00000173706/ENSG00000176915/ENSG00000177628/ENSG00000179820/ENSG00000183023/ENSG00000185338/ENSG00000185532/ENSG00000185551/ENSG00000185950/ENSG00000186063/ENSG00000186575/ENSG00000187446/ENSG00000197381/ENSG00000197594/ENSG00000198369/ENSG00000198668/ENSG00000198947",71
"GO:0061035","GO:0061035","regulation of cartilage development","20/2281","75/21288",0.266666666666667,2.48873301183691,4.47413917933298,8.73957223183127e-05,0.003327432257046,0.00260840891386492,"ENSG00000104415/ENSG00000106571/ENSG00000109906/ENSG00000110492/ENSG00000125398/ENSG00000125965/ENSG00000134532/ENSG00000136378/ENSG00000138669/ENSG00000138696/ENSG00000139567/ENSG00000142871/ENSG00000162878/ENSG00000162998/ENSG00000166949/ENSG00000168646/ENSG00000170365/ENSG00000174697/ENSG00000179295/ENSG00000183688",20
"GO:0002063","GO:0002063","chondrocyte development","12/2281","33/21288",0.363636363636364,3.39372683432306,4.76720786613381,9.12315841349553e-05,0.0034524243111434,0.0027063914910848,"ENSG00000060718/ENSG00000104331/ENSG00000105664/ENSG00000125398/ENSG00000138696/ENSG00000149257/ENSG00000163513/ENSG00000168646/ENSG00000182197/ENSG00000182704/ENSG00000183688/ENSG00000196739",12
"GO:0007519","GO:0007519","skeletal muscle tissue development","37/2281","182/21288",0.203296703296703,1.89731706259545,4.21154784126773,9.40364817568975e-05,0.00353713127765101,0.00277279416721353,"ENSG00000003402/ENSG00000060138/ENSG00000063660/ENSG00000064309/ENSG00000092841/ENSG00000102554/ENSG00000105971/ENSG00000105974/ENSG00000108797/ENSG00000112062/ENSG00000112276/ENSG00000116128/ENSG00000116604/ENSG00000122877/ENSG00000123213/ENSG00000123358/ENSG00000125772/ENSG00000132356/ENSG00000133794/ENSG00000136830/ENSG00000139687/ENSG00000148400/ENSG00000148677/ENSG00000159200/ENSG00000162772/ENSG00000164105/ENSG00000164442/ENSG00000170802/ENSG00000172399/ENSG00000174738/ENSG00000178209/ENSG00000181027/ENSG00000185022/ENSG00000185551/ENSG00000196465/ENSG00000197321/ENSG00000198947",37
"GO:0099173","GO:0099173","postsynapse organization","42/2281","216/21288",0.194444444444444,1.81470115446442,4.16903377804533,9.57792260873529e-05,0.00358111070472714,0.00280727009962932,"ENSG00000061337/ENSG00000069329/ENSG00000075624/ENSG00000080815/ENSG00000100600/ENSG00000100784/ENSG00000101938/ENSG00000107362/ENSG00000108797/ENSG00000111859/ENSG00000115183/ENSG00000116106/ENSG00000118257/ENSG00000120899/ENSG00000128594/ENSG00000128805/ENSG00000131089/ENSG00000132535/ENSG00000133216/ENSG00000136379/ENSG00000138311/ENSG00000139220/ENSG00000140443/ENSG00000143761/ENSG00000146006/ENSG00000153317/ENSG00000157916/ENSG00000158301/ENSG00000160446/ENSG00000163110/ENSG00000167193/ENSG00000168621/ENSG00000169750/ENSG00000170921/ENSG00000171862/ENSG00000172757/ENSG00000182580/ENSG00000184009/ENSG00000197959/ENSG00000206561/ENSG00000211455/ENSG00000260230",42
"GO:2000146","GO:2000146","negative regulation of cell motility","72/2281","432/21288",0.166666666666667,1.55545813239807,4.04055273490518,9.6866992975146e-05,0.00358705576794579,0.00281193049680501,"ENSG00000035403/ENSG00000064666/ENSG00000067798/ENSG00000070087/ENSG00000099977/ENSG00000100292/ENSG00000101384/ENSG00000102760/ENSG00000106991/ENSG00000107104/ENSG00000107562/ENSG00000107937/ENSG00000108840/ENSG00000108861/ENSG00000111859/ENSG00000112658/ENSG00000113657/ENSG00000114209/ENSG00000116106/ENSG00000118689/ENSG00000120129/ENSG00000123610/ENSG00000123612/ENSG00000126458/ENSG00000128917/ENSG00000132170/ENSG00000133121/ENSG00000136141/ENSG00000136238/ENSG00000136999/ENSG00000137801/ENSG00000137869/ENSG00000137872/ENSG00000139567/ENSG00000143507/ENSG00000143878/ENSG00000144724/ENSG00000144824/ENSG00000146535/ENSG00000147437/ENSG00000148400/ENSG00000155827/ENSG00000158747/ENSG00000159167/ENSG00000159346/ENSG00000162643/ENSG00000163485/ENSG00000164105/ENSG00000164442/ENSG00000166780/ENSG00000167193/ENSG00000167642/ENSG00000168542/ENSG00000168556/ENSG00000168610/ENSG00000169057/ENSG00000169504/ENSG00000169855/ENSG00000171862/ENSG00000171877/ENSG00000172725/ENSG00000173611/ENSG00000175471/ENSG00000179593/ENSG00000181467/ENSG00000181852/ENSG00000182621/ENSG00000185532/ENSG00000185551/ENSG00000186575/ENSG00000196405/ENSG00000197381",72
"GO:0043647","GO:0043647","inositol phosphate metabolic process","14/2281","43/21288",0.325581395348837,3.03856937491716,4.63547711169459,9.75200303811064e-05,0.00358705576794579,0.00281193049680501,"ENSG00000068383/ENSG00000086544/ENSG00000100605/ENSG00000143772/ENSG00000151151/ENSG00000159082/ENSG00000164850/ENSG00000168781/ENSG00000173598/ENSG00000176095/ENSG00000182621/ENSG00000185532/ENSG00000197943/ENSG00000272325",14
"GO:0030282","GO:0030282","bone mineralization","31/2281","143/21288",0.216783216783217,2.02318330507721,4.25285626168256,9.88966013792637e-05,0.00358705576794579,0.00281193049680501,"ENSG00000046653/ENSG00000066468/ENSG00000073756/ENSG00000089041/ENSG00000100644/ENSG00000105664/ENSG00000112773/ENSG00000120899/ENSG00000125398/ENSG00000130529/ENSG00000138696/ENSG00000138829/ENSG00000142871/ENSG00000147655/ENSG00000155090/ENSG00000162878/ENSG00000163823/ENSG00000164023/ENSG00000164692/ENSG00000164920/ENSG00000166949/ENSG00000168646/ENSG00000170989/ENSG00000174697/ENSG00000177706/ENSG00000181027/ENSG00000183023/ENSG00000183160/ENSG00000183688/ENSG00000197594/ENSG00000205213",31
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","45/2281","237/21288",0.189873417721519,1.77204091032692,4.14038957946701,9.89610901756701e-05,0.00358705576794579,0.00281193049680501,"ENSG00000008256/ENSG00000008710/ENSG00000008853/ENSG00000018189/ENSG00000067900/ENSG00000071127/ENSG00000075624/ENSG00000082458/ENSG00000100092/ENSG00000101367/ENSG00000107104/ENSG00000107438/ENSG00000112851/ENSG00000114019/ENSG00000115091/ENSG00000121361/ENSG00000126016/ENSG00000126785/ENSG00000127314/ENSG00000131236/ENSG00000131899/ENSG00000132535/ENSG00000132589/ENSG00000134318/ENSG00000134376/ENSG00000136158/ENSG00000136238/ENSG00000138071/ENSG00000140443/ENSG00000143322/ENSG00000144824/ENSG00000148180/ENSG00000151914/ENSG00000160360/ENSG00000165533/ENSG00000166579/ENSG00000167193/ENSG00000167642/ENSG00000168502/ENSG00000169504/ENSG00000169750/ENSG00000178184/ENSG00000196535/ENSG00000197702/ENSG00000213445",45
"GO:0006986","GO:0006986","response to unfolded protein","33/2281","156/21288",0.211538461538462,1.97423532188986,4.23076550603048,9.92370329215714e-05,0.00358705576794579,0.00281193049680501,"ENSG00000051108/ENSG00000064115/ENSG00000064687/ENSG00000067167/ENSG00000080824/ENSG00000096384/ENSG00000102580/ENSG00000105664/ENSG00000106211/ENSG00000116406/ENSG00000116761/ENSG00000124164/ENSG00000126803/ENSG00000131871/ENSG00000135776/ENSG00000136986/ENSG00000137801/ENSG00000139055/ENSG00000139644/ENSG00000145675/ENSG00000149257/ENSG00000151929/ENSG00000157613/ENSG00000162616/ENSG00000162772/ENSG00000163527/ENSG00000164070/ENSG00000169271/ENSG00000173110/ENSG00000175197/ENSG00000180667/ENSG00000182158/ENSG00000185122",33
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","46/2281","244/21288",0.188524590163934,1.75945264156503,4.13327735791322,9.94079202032315e-05,0.00358705576794579,0.00281193049680501,"ENSG00000003987/ENSG00000011198/ENSG00000035115/ENSG00000078269/ENSG00000084710/ENSG00000086544/ENSG00000088766/ENSG00000091622/ENSG00000101290/ENSG00000102780/ENSG00000103502/ENSG00000104331/ENSG00000111684/ENSG00000116711/ENSG00000117461/ENSG00000121879/ENSG00000123983/ENSG00000129353/ENSG00000132376/ENSG00000134324/ENSG00000136267/ENSG00000138678/ENSG00000141401/ENSG00000143398/ENSG00000143772/ENSG00000145675/ENSG00000156471/ENSG00000158201/ENSG00000159082/ENSG00000163719/ENSG00000165195/ENSG00000168890/ENSG00000168918/ENSG00000169692/ENSG00000171150/ENSG00000171608/ENSG00000171862/ENSG00000172954/ENSG00000176095/ENSG00000185338/ENSG00000185813/ENSG00000197121/ENSG00000197601/ENSG00000197943/ENSG00000211456/ENSG00000241878",46
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","19/2281","70/21288",0.271428571428571,2.53317467276257,4.4509377376322,0.000100534074213727,0.00358705576794579,0.00281193049680501,"ENSG00000035403/ENSG00000046653/ENSG00000067900/ENSG00000073712/ENSG00000108861/ENSG00000112715/ENSG00000134318/ENSG00000136238/ENSG00000137076/ENSG00000137801/ENSG00000139567/ENSG00000144824/ENSG00000166949/ENSG00000167657/ENSG00000168309/ENSG00000171862/ENSG00000173517/ENSG00000184009/ENSG00000198728",19
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","19/2281","70/21288",0.271428571428571,2.53317467276257,4.4509377376322,0.000100534074213727,0.00358705576794579,0.00281193049680501,"ENSG00000035403/ENSG00000046653/ENSG00000067900/ENSG00000073712/ENSG00000108861/ENSG00000112715/ENSG00000134318/ENSG00000136238/ENSG00000137076/ENSG00000137801/ENSG00000139567/ENSG00000144824/ENSG00000166949/ENSG00000167657/ENSG00000168309/ENSG00000171862/ENSG00000173517/ENSG00000184009/ENSG00000198728",19
"GO:0070542","GO:0070542","response to fatty acid","17/2281","59/21288",0.288135593220339,2.68909711024751,4.50068835316909,0.000102919682970646,0.0036107523628767,0.00283050650517156,"ENSG00000004799/ENSG00000011485/ENSG00000072310/ENSG00000073756/ENSG00000099194/ENSG00000110090/ENSG00000118689/ENSG00000121691/ENSG00000121879/ENSG00000125398/ENSG00000135446/ENSG00000150907/ENSG00000151726/ENSG00000153823/ENSG00000169047/ENSG00000182621/ENSG00000187134",17
"GO:0072132","GO:0072132","mesenchyme morphogenesis","17/2281","59/21288",0.288135593220339,2.68909711024751,4.50068835316909,0.000102919682970646,0.0036107523628767,0.00283050650517156,"ENSG00000092969/ENSG00000106991/ENSG00000107796/ENSG00000125398/ENSG00000135111/ENSG00000135679/ENSG00000136997/ENSG00000139567/ENSG00000148400/ENSG00000154736/ENSG00000163017/ENSG00000163513/ENSG00000166292/ENSG00000166341/ENSG00000166949/ENSG00000168214/ENSG00000169855",17
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","59/2281","337/21288",0.175074183976261,1.63392337943299,4.06361379936902,0.000102933043016024,0.0036107523628767,0.00283050650517156,"ENSG00000013561/ENSG00000066468/ENSG00000069329/ENSG00000073536/ENSG00000077684/ENSG00000080815/ENSG00000104964/ENSG00000105559/ENSG00000105974/ENSG00000105989/ENSG00000106571/ENSG00000107104/ENSG00000108821/ENSG00000110492/ENSG00000112062/ENSG00000112837/ENSG00000115884/ENSG00000116128/ENSG00000116962/ENSG00000118689/ENSG00000119541/ENSG00000121210/ENSG00000124766/ENSG00000125398/ENSG00000130529/ENSG00000133794/ENSG00000137693/ENSG00000138032/ENSG00000140332/ENSG00000140807/ENSG00000145506/ENSG00000145907/ENSG00000146122/ENSG00000146242/ENSG00000147655/ENSG00000148400/ENSG00000150907/ENSG00000155011/ENSG00000158813/ENSG00000162998/ENSG00000163251/ENSG00000164930/ENSG00000166949/ENSG00000167191/ENSG00000167657/ENSG00000168214/ENSG00000168646/ENSG00000169218/ENSG00000170242/ENSG00000171862/ENSG00000172531/ENSG00000174804/ENSG00000175197/ENSG00000177283/ENSG00000180694/ENSG00000182197/ENSG00000196781/ENSG00000197380/ENSG00000205213",59
"GO:0003170","GO:0003170","heart valve development","20/2281","76/21288",0.263157894736842,2.45598652483906,4.40490379705338,0.000106794541793122,0.00372527999416901,0.00292028591201421,"ENSG00000028137/ENSG00000057657/ENSG00000067900/ENSG00000092969/ENSG00000101384/ENSG00000124766/ENSG00000125398/ENSG00000128917/ENSG00000134318/ENSG00000135679/ENSG00000139687/ENSG00000142871/ENSG00000148400/ENSG00000154736/ENSG00000163513/ENSG00000166341/ENSG00000168214/ENSG00000168646/ENSG00000169855/ENSG00000198793",20
"GO:0060562","GO:0060562","epithelial tube morphogenesis","66/2281","389/21288",0.169665809768638,1.58344838156719,4.02325511891059,0.000108983028459471,0.0037805001650052,0.00296357358091543,"ENSG00000006451/ENSG00000008710/ENSG00000048342/ENSG00000066468/ENSG00000074047/ENSG00000074219/ENSG00000080815/ENSG00000091831/ENSG00000092969/ENSG00000100644/ENSG00000100714/ENSG00000100968/ENSG00000104313/ENSG00000105989/ENSG00000106571/ENSG00000106991/ENSG00000107882/ENSG00000110492/ENSG00000111602/ENSG00000112658/ENSG00000112715/ENSG00000113580/ENSG00000114861/ENSG00000116106/ENSG00000118762/ENSG00000125398/ENSG00000125430/ENSG00000125753/ENSG00000128917/ENSG00000133121/ENSG00000133816/ENSG00000135111/ENSG00000135541/ENSG00000136158/ENSG00000136997/ENSG00000137693/ENSG00000138002/ENSG00000138686/ENSG00000138802/ENSG00000139567/ENSG00000142875/ENSG00000143013/ENSG00000143869/ENSG00000143878/ENSG00000147655/ENSG00000148400/ENSG00000148926/ENSG00000153936/ENSG00000163513/ENSG00000164305/ENSG00000164442/ENSG00000164930/ENSG00000166341/ENSG00000166949/ENSG00000167642/ENSG00000168214/ENSG00000168621/ENSG00000169504/ENSG00000170873/ENSG00000171608/ENSG00000172531/ENSG00000179222/ENSG00000182197/ENSG00000184371/ENSG00000187498/ENSG00000205213",66
"GO:0099504","GO:0099504","synaptic vesicle cycle","42/2281","218/21288",0.192660550458716,1.79805252001979,4.10289627431847,0.000118681173178325,0.00409417262610752,0.00320946470066421,"ENSG00000011347/ENSG00000067900/ENSG00000070087/ENSG00000070718/ENSG00000075624/ENSG00000078053/ENSG00000078269/ENSG00000080815/ENSG00000089041/ENSG00000091428/ENSG00000099365/ENSG00000104142/ENSG00000105402/ENSG00000106976/ENSG00000108262/ENSG00000109572/ENSG00000111450/ENSG00000116675/ENSG00000127314/ENSG00000130340/ENSG00000131100/ENSG00000135604/ENSG00000136193/ENSG00000136827/ENSG00000138078/ENSG00000139220/ENSG00000139436/ENSG00000140600/ENSG00000141522/ENSG00000143740/ENSG00000157107/ENSG00000157152/ENSG00000159082/ENSG00000159720/ENSG00000164506/ENSG00000171862/ENSG00000174437/ENSG00000184009/ENSG00000197959/ENSG00000198121/ENSG00000205726/ENSG00000243244",42
"GO:0043542","GO:0043542","endothelial cell migration","55/2281","310/21288",0.17741935483871,1.65581026997214,4.02939743060494,0.000121556826419212,0.00417033419868988,0.0032691685532061,"ENSG00000034152/ENSG00000061273/ENSG00000073756/ENSG00000100092/ENSG00000100292/ENSG00000100600/ENSG00000100644/ENSG00000102760/ENSG00000106211/ENSG00000108840/ENSG00000112658/ENSG00000112715/ENSG00000113140/ENSG00000114209/ENSG00000114861/ENSG00000117461/ENSG00000118257/ENSG00000120899/ENSG00000121879/ENSG00000123358/ENSG00000126016/ENSG00000126458/ENSG00000126561/ENSG00000126785/ENSG00000127837/ENSG00000128917/ENSG00000132170/ENSG00000133121/ENSG00000134318/ENSG00000135821/ENSG00000136238/ENSG00000136999/ENSG00000137801/ENSG00000139567/ENSG00000143878/ENSG00000145632/ENSG00000148400/ENSG00000150630/ENSG00000151694/ENSG00000159167/ENSG00000162407/ENSG00000163430/ENSG00000164619/ENSG00000165633/ENSG00000169057/ENSG00000169855/ENSG00000171608/ENSG00000172725/ENSG00000179388/ENSG00000183287/ENSG00000184304/ENSG00000185551/ENSG00000196411/ENSG00000198909/ENSG00000213853",55
"GO:0008652","GO:0008652","amino acid biosynthetic process","19/2281","71/21288",0.267605633802817,2.49749615624479,4.37840557227226,0.000123628515484923,0.0042182319709719,0.00330671611737067,"ENSG00000008311/ENSG00000070669/ENSG00000092621/ENSG00000100714/ENSG00000106397/ENSG00000111371/ENSG00000115419/ENSG00000116761/ENSG00000132824/ENSG00000135069/ENSG00000135821/ENSG00000143811/ENSG00000148672/ENSG00000160200/ENSG00000176974/ENSG00000182199/ENSG00000182551/ENSG00000183010/ENSG00000183044",19
"GO:0038127","GO:0038127","ERBB signaling pathway","29/2281","132/21288",0.21969696969697,2.05037662907018,4.19351616931834,0.000127567852253264,0.00432898733407273,0.00339353840376246,"ENSG00000006451/ENSG00000072135/ENSG00000074319/ENSG00000085719/ENSG00000100600/ENSG00000102882/ENSG00000108861/ENSG00000112851/ENSG00000114423/ENSG00000116285/ENSG00000120899/ENSG00000121879/ENSG00000125398/ENSG00000127946/ENSG00000127947/ENSG00000132155/ENSG00000136158/ENSG00000143322/ENSG00000144118/ENSG00000148082/ENSG00000150594/ENSG00000151694/ENSG00000164850/ENSG00000168214/ENSG00000169032/ENSG00000169129/ENSG00000171150/ENSG00000179295/ENSG00000213949",29
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process","17/2281","60/21288",0.283333333333333,2.64427882507672,4.41834511164848,0.000129411862859885,0.00436323342585345,0.00342038427293883,"ENSG00000008311/ENSG00000070669/ENSG00000092621/ENSG00000100714/ENSG00000106397/ENSG00000115419/ENSG00000116761/ENSG00000132824/ENSG00000135069/ENSG00000135821/ENSG00000143811/ENSG00000148672/ENSG00000160200/ENSG00000176974/ENSG00000182199/ENSG00000182551/ENSG00000183010",17
